symbol,date,gap,prev_close,o,h,l,c,v,dollar_vol,rel_vol
JBI,2025-02-26,0.1656,8.06,9.395,10.13,8.86,9.11,4368600,39797946,4.4
XNET,2025-02-27,0.6345,2.9,4.74,4.805,3.62,3.76,49080300,184541928,195.9
NIXX,2025-02-27,0.481,1.58,2.34,2.56,1.65,1.71,63774499,109054393,278.6
ATCH,2025-02-27,0.4113,2.82,3.98,4.14,3.1001,3.48,9459975,32920713,72.3
AMST,2025-02-27,0.2636,2.39,3.02,4.34,2.33,2.5,43879220,109698050,1254.6
RILY,2025-02-27,0.2323,5.64,6.95,7.21,5.76,6.13,21371947,131010035,26.1
CPOP,2025-02-27,0.2066,6.92,8.35,9.08,7.209,8.999,2173101,19555735,335.8
RRGB,2025-02-27,0.1925,4.52,5.39,6.24,5.25,6.08,3921954,23845480,16.9
CORZ,2025-02-27,0.1841,10.02,11.865,11.865,10.45,10.71,25805347,276375266,3.1
ORGO,2025-02-28,0.3225,3.07,4.06,6.4,3.98,6.21,58997241,366372866,186.5
ARBB,2025-02-28,0.3092,7.2,9.426,12.3,8.4,9.78,3938803,38521493,1771.4
ANAB,2025-02-28,0.1857,10.93,12.96,12.96,10.49,11.21,911221,10214787,1.4
BTAI,2025-02-28,0.1272,1.73,1.95,2.82,1.82,2.16,102551264,221510730,769.9
EXFY,2025-02-28,0.1242,3.22,3.62,3.99,3.58,3.875,2474939,9590388,7.7
ACH,2025-02-28,0.1234,6.89,7.74,9.83,7.57,9.58,12108619,116000570,8.5
ALHC,2025-02-28,0.118,13.47,15.06,15.85,14.245,15.69,4770138,74843465,2.7
RKT,2025-02-28,0.1001,11.49,12.64,12.79,11.96,12.54,8324016,104383160,2.7
BTOG,2025-03-03,4.2179,10.92,56.98,57.6,14.1,19.16,4879550,93492178,3523.1
CPSR,2025-03-03,2.2473,7.36,23.9,23.9,23.73,23.7319,422174,10018991,
BTCT,2025-03-03,0.32,4.0,5.28,5.5,4.12,4.31,11037033,47569612,22.4
ANRO,2025-03-03,0.25,2.8,3.5,3.5791,3.01,3.14,2412093,7573972,11.3
CLRO,2025-03-03,0.2476,7.755,9.675,12.54,8.4,11.79,2229338,26283895,346.1
MKTW,2025-03-03,0.1489,10.48,12.04,14.45,11.36,12.99,388060,5040899,25.8
HUT,2025-03-03,0.1193,14.75,16.51,17.45,14.01,14.08,6257065,88099475,1.2
BTAI,2025-03-03,0.1111,2.16,2.4,6.83,2.366,3.75,146905998,550897492,1044.0
MASS,2025-03-04,0.7677,1.98,3.5,4.0,3.09,3.88,125555227,487154280,455.2
JFIN,2025-03-04,0.2546,6.757,8.477,9.356,7.942,8.525,758115,6462930,7.8
BTOG,2025-03-04,0.1451,19.16,21.94,28.35,19.5,21.48,2256721,48474367,1629.4
CAPR,2025-03-04,0.1053,13.67,15.11,16.17,13.61,13.7,4578438,62724600,4.7
GENI,2025-03-04,0.0745,8.32,8.94,9.57,8.39,9.31,9832687,91542315,5.2
BTCZ,2025-03-04,0.0742,6.469,6.949,7.149,6.029,6.349,1224873,7776718,1.7
ARBB,2025-03-05,0.7051,7.8,13.3,14.59,10.8,12.55,5861051,73556190,2592.2
CTOS,2025-03-05,0.3308,4.02,5.35,5.48,4.46,4.83,2555987,12345417,4.8
OPFI,2025-03-05,0.2037,9.064,10.91,10.93,9.277,10.04,3788907,38040626,1.8
NAGE,2025-03-05,0.1982,5.6,6.71,9.18,6.67,8.55,18709491,159966148,55.6
PRTS,2025-03-05,0.1916,8.812,10.5,12.7,10.5,12.4,883758,10958599,22.8
BTAI,2025-03-05,0.1778,2.7,3.18,3.3597,2.73,2.73,10120518,27629014,65.0
NVNI,2025-03-05,0.1669,2.625,3.063,3.095,2.7,2.708,8387746,22714016,93.8
NEXN,2025-03-05,0.1442,7.42,8.49,9.65,7.79,9.5,911238,8656761,5.4
AGMH,2025-03-06,0.8915,5.115,9.675,14.44,9.5,10.75,13894106,149361639,13213.6
GV,2025-03-06,0.6482,3.695,6.09,7.0399,4.05,4.89,135249439,661369756,2169.1
PSTV,2025-03-06,0.6286,8.75,14.25,38.5,11.66,36.0,14383401,517802436,10366.4
SCNX,2025-03-06,0.4773,2.2,3.25,3.61,2.26,2.41,49208846,118593318,9635.6
ECX,2025-03-06,0.1907,2.41,2.8697,2.9799,2.56,2.73,5828822,15912684,2.8
MYE,2025-03-06,0.1421,9.29,10.61,12.1,10.61,11.9,1376197,16376744,6.9
TH,2025-03-06,0.1264,5.54,6.24,6.32,5.76,5.89,2013092,11857111,3.4
ACDC,2025-03-06,0.1086,6.54,7.25,7.25,6.35,6.58,774717,5097637,2.0
BTOG,2025-03-07,0.5714,16.8,26.4,50.87,24.2,37.2,10377810,386054532,6758.6
GENK,2025-03-07,0.3536,5.054,6.841,7.358,5.958,6.206,2245227,13933878,35.3
GV,2025-03-07,0.2407,4.89,6.0672,9.6,5.56,6.05,71731307,433974407,1023.5
APEI,2025-03-07,0.2364,19.25,23.8,25.6,21.1268,23.5,393362,9244007,5.4
FAMI,2025-03-07,0.2249,2.743,3.36,3.438,2.76,2.832,5437748,15399702,270.5
GAP,2025-03-07,0.1528,18.59,21.43,22.25,20.48,22.09,30489855,673520896,5.9
VSTD,2025-03-07,0.1041,2.853,3.15,3.725,3.15,3.493,1441788,5036165,2.6
AMRC,2025-03-07,0.0883,9.29,10.11,11.3759,10.04,11.09,1991458,22085269,5.8
TRVI,2025-03-10,0.5326,4.3,6.59,7.39,5.7,6.07,57705813,350274284,82.6
MLYS,2025-03-10,0.3432,10.52,14.13,18.29,13.5,14.96,15229716,227836551,50.6
SNOA,2025-03-10,0.1809,1.99,2.35,3.53,2.3301,2.79,37838837,105570355,1495.5
MSTZ,2025-03-10,0.1292,18.5,20.89,25.57,20.39,24.62,35628974,877185339,2.4
XNET,2025-03-10,0.1067,4.5,4.98,4.98,4.34,4.54,2228420,10117026,6.0
DWTX,2025-03-10,0.1061,6.6,7.3,9.45,6.72,8.44,11037490,93156415,77.3
BTCZ,2025-03-10,0.0954,6.289,6.889,7.679,6.879,7.429,1667648,12388956,2.5
GV,2025-03-10,0.0909,6.05,6.6,7.0,4.9314,5.09,5265773,26802784,75.1
SNOA,2025-03-11,0.5448,2.79,4.31,4.46,3.1,3.4,51902475,176468415,2051.4
MYO,2025-03-11,0.3357,4.17,5.57,6.2996,5.41,5.87,5393000,31656910,18.3
LFMD,2025-03-11,0.2717,4.27,5.43,5.81,4.9377,5.575,7202742,40155286,5.6
BVS,2025-03-11,0.2489,8.76,10.94,11.25,10.082,10.8,1726807,18649515,8.1
HSAI,2025-03-11,0.1555,16.01,18.5,24.18,18.32,24.08,26817469,645764653,8.4
BZ,2025-03-11,0.0942,17.3,18.93,18.95,17.37,18.16,6939250,126016780,1.4
METC,2025-03-11,0.0893,8.343,9.088,11.66,9.018,11.54,3011886,34757164,5.9
STI,2025-03-12,0.483,6.305,9.35,12.24,7.84,8.525,11693969,99691085,623.2
GV,2025-03-12,0.4798,4.95,7.325,7.71,5.67,6.22,29336079,182470411,363.5
GRPN,2025-03-12,0.2538,9.77,12.25,14.1399,12.09,13.98,11165043,156087301,12.4
OPRX,2025-03-12,0.1715,4.14,4.85,6.74,4.85,6.28,16409689,103052846,142.0
DWTX,2025-03-12,0.1671,11.13,12.99,14.69,10.14,10.7,7301194,78122775,51.1
SFIX,2025-03-12,0.1513,4.23,4.87,4.87,3.72,4.0,8493605,33974420,4.6
TSLL,2025-03-12,0.1478,7.386,8.478,8.768,8.077,8.534,222804469,1901413338,2.4
TSLR,2025-03-12,0.1465,12.49,14.32,14.8,13.64,14.42,4735594,68287265,2.1
NWTG,2025-03-13,0.7676,3.24,5.727,6.405,3.987,4.2,12193133,51211158,48.6
CCLD,2025-03-13,0.45,1.6,2.32,2.35,1.5301,1.6,30520774,48833238,282.7
AVAH,2025-03-13,0.4305,3.74,5.35,5.35,4.45,5.14,3403456,17493763,22.2
CRVO,2025-03-13,0.2626,6.17,7.79,7.97,5.62,5.79,58367185,337946001,828.2
MGTX,2025-03-13,0.2059,6.41,7.73,8.49,7.4001,8.25,6307093,52033517,20.5
RAIL,2025-03-13,0.1958,6.23,7.45,8.3,7.22,7.32,1199017,8776804,5.7
LFWD,2025-03-13,0.1837,17.64,20.88,35.4,19.08,19.2,8587720,164884224,411.2
SRTA,2025-03-13,0.1555,2.83,3.27,3.77,3.0,3.03,2396056,7260049,4.4
BON,2025-03-14,1.1887,18.39,40.25,73.75,28.5,36.0,3359922,120957192,3418.0
AAOI,2025-03-14,0.4902,15.87,23.65,23.69,19.8,22.11,17009463,376079226,4.6
GV,2025-03-14,0.4235,5.62,8.0,8.0799,5.16,5.96,21498755,128132579,220.9
BTOG,2025-03-14,0.2621,16.37,20.66,21.0,17.02,18.6,1515361,28185714,517.0
GDOT,2025-03-14,0.1732,6.64,7.79,8.18,7.43,7.74,2260728,17498034,4.0
QBTS,2025-03-14,0.1143,6.91,7.7,10.2,7.62,10.15,261242342,2651609771,4.8
QMCO,2025-03-14,0.1134,14.82,16.5,18.66,14.98,15.34,6363626,97618022,9.4
GOGO,2025-03-14,0.1033,6.87,7.58,7.73,6.27,6.86,4955773,33996602,4.4
GLMD,2025-03-17,0.2624,1.7269,2.18,3.5,2.18,2.5,49731571,124328927,2820.0
VTVT,2025-03-17,0.2121,14.85,18.0,26.99,17.5,22.74,514801,11706574,56.1
ANNX,2025-03-17,0.2115,2.6,3.15,3.51,2.72,2.75,4257385,11707808,3.9
QUBT,2025-03-17,0.2017,7.09,8.52,8.58,7.74,8.02,79383486,636655557,6.1
ARQQ,2025-03-17,0.1393,15.0,17.09,23.8899,16.03,23.54,2858870,67297799,7.6
QNTM,2025-03-17,0.1391,4.89,5.57,8.6,5.28,7.18,8502512,61048036,34.0
LAES,2025-03-17,0.125,3.32,3.735,3.9,3.53,3.76,24498036,92112615,1.8
KULR,2025-03-17,0.1034,11.6,12.8,14.48,12.08,14.08,4005964,56403973,2.5
SCNX,2025-03-18,0.2218,2.48,3.03,3.1699,1.5298,1.59,62793468,99841614,9545.3
FNUC,2025-03-18,0.2085,5.411,6.539,7.901,5.785,7.116,13470710,95857572,34.4
AIFF,2025-03-18,0.109,5.23,5.8,6.0,4.5601,4.62,3587692,16575137,2.9
FINV,2025-03-18,0.0965,8.288,9.088,10.07,8.87,9.742,4598755,44801071,4.8
TME,2025-03-18,0.0859,12.58,13.66,14.76,13.19,14.53,36548528,531050111,4.6
NIU,2025-03-18,0.0769,3.51,3.78,4.22,3.555,3.9,6315877,24631920,9.6
MSTZ,2025-03-18,0.0765,14.91,16.05,17.12,15.2613,16.02,25987258,416315873,1.5
CRVO,2025-03-18,0.0751,9.05,9.73,10.1899,8.78,9.34,5042710,47098911,71.2
LSE,2025-03-19,0.4723,7.77,11.44,14.9899,11.13,12.5,15044913,188061412,1705.8
BDTX,2025-03-19,0.4048,1.68,2.36,2.78,1.71,1.72,114566834,197054954,250.8
BOWN,2025-03-19,0.2694,4.325,5.49,8.94,4.93,6.38,6625345,42269701,608.8
SCNX,2025-03-19,0.173,1.59,1.865,2.0693,1.69,1.9,18347428,34860113,2547.5
ATER,2025-03-19,0.128,2.11,2.38,3.5,2.36,2.7,50974653,137631563,1168.6
ITUB,2025-03-19,0.1081,4.8,5.319,5.375,5.273,5.31,12422451,65963214,0.5
STNE,2025-03-19,0.1026,8.137,8.972,9.666,8.959,9.401,21666914,203690658,4.2
RR,2025-03-19,0.1024,1.905,2.1,2.29,2.0,2.13,15731290,33507647,1.6
BTOG,2025-03-20,0.1485,15.89,18.25,18.84,16.8,17.95,540959,9710214,4.8
PSTV,2025-03-20,0.115,12.78,14.25,52.0,13.76,34.5,14309914,493692033,1012.1
DBI,2025-03-20,0.1001,3.548,3.903,4.034,3.637,3.772,2467668,9308043,1.6
XYF,2025-03-20,0.0857,11.78,12.79,12.79,10.74,11.29,632588,7141918,8.5
IBO,2025-03-21,0.5192,2.08,3.16,6.17,2.89,4.96,142233137,705476359,5903.9
FNUC,2025-03-21,0.1673,7.81,9.117,10.38,8.19,8.914,8482686,75614663,21.3
LAZR,2025-03-21,0.1146,6.28,7.0,8.5,6.8,8.35,11727927,97928190,8.1
OSUR,2025-03-24,0.1047,3.44,3.8,4.22,3.66,3.66,1502872,5500511,2.3
LXEO,2025-03-24,0.1033,2.71,2.99,4.27,2.97,4.09,6952133,28434223,19.2
DMRA,2025-03-24,0.1,6.1,6.71,7.1,6.18,6.7,2406628,16124407,173.5
ARQQ,2025-03-24,0.0998,17.73,19.5,20.7,18.3,19.4,691531,13415701,1.9
ROBN,2025-03-24,0.0951,13.99,15.32,16.9,15.09,16.47,1673532,27563072,1.8
BTOG,2025-03-24,0.0934,15.64,17.1,17.58,15.89,16.34,388592,6349593,2.2
CYRX,2025-03-24,0.0861,5.69,6.18,7.18,6.1,7.1,1325766,9412938,4.1
IHS,2025-03-24,0.0857,5.25,5.7,5.75,5.0101,5.34,1452100,7754214,5.7
AGPU,2025-03-25,0.8828,16.73,31.5,39.0,22.65,25.35,10230388,259340335,1277.0
MYSE,2025-03-25,0.7176,2.16,3.71,5.93,2.96,3.78,143616828,542871609,851.8
ALMS,2025-03-25,0.5099,3.775,5.7,5.7,3.92,4.0,13330933,53323732,84.5
KBSX,2025-03-25,0.1504,2.26,2.6,2.96,2.43,2.86,6791818,19424599,1488.5
MBLY,2025-03-25,0.1337,15.26,17.3,17.3275,15.8,16.58,8867045,147015606,2.6
CHAI,2025-03-25,0.0862,9.28,10.08,14.68,8.08,8.08,2209702,17854392,39.7
OSRH,2025-03-26,1.5938,1.6,4.1501,4.33,2.89,3.79,96151574,364414465,857.7
BLNE,2025-03-26,0.5798,1.88,2.97,3.15,1.55,2.08,40695439,84646513,3195.4
VIVO,2025-03-26,0.4646,2.26,3.31,5.5,3.11,4.18,143023201,597836980,1155.2
ATNM,2025-03-26,0.2152,1.58,1.92,2.41,1.8,1.87,14600589,27303101,85.0
WVE,2025-03-26,0.1367,9.44,10.73,10.91,9.55,10.02,3351713,33584164,3.5
PLTK,2025-03-26,0.1317,4.077,4.614,5.059,4.568,4.911,6897141,33871859,3.8
MYSE,2025-03-26,0.1177,3.78,4.225,4.42,3.56,3.78,9501515,35915726,56.4
PRM,2025-03-26,0.1065,9.11,10.08,10.57,9.89,10.02,2366405,23711378,2.0
DRMA,2025-03-27,0.6296,13.5,22.0,23.7,13.5,14.2,7633164,108390928,450.4
WOOF,2025-03-27,0.2008,2.44,2.93,3.42,2.75,3.21,27829738,89333458,8.4
ASST,2025-03-27,0.155,10.39,12.0,14.36,11.0,11.86,1107720,13137559,69.5
MREO,2025-03-27,0.1392,2.37,2.7,2.73,2.4,2.41,2738087,6598789,2.8
IBO,2025-03-27,0.1364,2.2,2.5,2.61,2.2305,2.28,2504962,5711313,98.4
ZGN,2025-03-27,0.1228,6.946,7.799,7.947,7.407,7.613,1937369,14749190,2.5
VIVO,2025-03-27,0.1184,4.18,4.675,6.66,3.79,4.18,44826019,187372759,345.7
MIST,2025-03-27,0.1144,2.01,2.24,2.36,2.03,2.25,9572567,21538275,5.3
ALP,2025-03-28,1.5372,4.71,11.95,13.2,8.7214,9.6,29921312,287244595,2028.7
DBVT,2025-03-28,0.5422,3.91,6.03,6.7799,5.3,6.2,21798435,135150297,1898.9
TWG,2025-03-28,0.5252,16.45,25.09,27.0,16.47,18.0,1546587,27838566,201.0
FTH,2025-03-28,0.2071,8.616,10.4,15.19,9.602,10.17,7297190,74212422,2018.0
KULR,2025-03-28,0.1815,11.68,13.8,14.8,11.6,11.68,4817811,56272032,3.5
QNTM,2025-03-28,0.1778,8.38,9.87,12.4525,8.0039,8.56,14126460,120922497,60.4
TMC,2025-03-28,0.1647,1.7,1.98,2.1,1.69,1.72,9627535,16559360,5.9
RNAZ,2025-03-28,0.1607,14.56,16.9,18.76,13.72,13.72,824840,11316804,20.1
HERE,2025-03-31,0.2435,3.42,4.2526,4.59,3.63,4.02,16989973,68299691,199.1
MYSZ,2025-03-31,0.1453,1.79,2.05,3.04,1.4003,1.43,57067797,81606949,1721.8
DOMH,2025-03-31,0.1423,3.858,4.407,4.407,3.1,3.228,8445246,27261254,18.0
MCHB,2025-03-31,0.1199,8.507,9.527,10.87,9.422,10.74,2510060,26958044,27.2
BGDE,2025-03-31,0.0861,10.1,10.97,11.0,7.156,9.952,806709,8028367,111.3
CYRX,2025-03-31,0.0755,6.09,6.55,7.0,5.98,6.08,1241319,7547219,3.4
BIAF,2025-04-01,1.6538,7.8,20.7,46.53,17.1,32.7,16583896,542293399,2828.3
CSAI,2025-04-01,0.3514,4.44,6.0,11.4599,5.5,5.7,47561016,271097791,123.4
SKYA,2025-04-01,0.1973,8.97,10.74,11.07,7.56,8.19,1160002,9500416,63.8
VERU,2025-04-01,0.163,4.901,5.7,6.884,5.159,6.398,1519535,9721984,11.5
OMER,2025-04-01,0.1144,8.22,9.16,9.16,7.715,7.91,1877015,14847188,3.6
HERE,2025-04-01,0.0846,4.02,4.36,6.5863,4.25,6.58,10274530,67606407,120.4
TNXP,2025-04-01,0.0778,17.875,19.265,19.465,16.5055,17.45,1209512,21105984,1.2
HCM,2025-04-01,0.0771,15.04,16.2,16.44,15.72,16.06,368879,5924196,4.4
IBG,2025-04-02,2.0641,12.32,37.75,49.25,25.25,31.25,8763526,273860187,1703.1
QNRX,2025-04-02,0.6068,7.406,11.9,14.7,8.642,10.24,5962280,61053747,442.0
TTEC,2025-04-02,0.2446,3.27,4.07,5.43,4.07,4.99,17189137,85773793,46.0
PCSA,2025-04-02,0.165,10.3,12.0,12.2,6.0,7.5,2034592,15259440,684.0
HERE,2025-04-02,0.1337,6.58,7.46,7.96,4.63,6.17,9190442,56705027,104.6
ANGO,2025-04-02,0.1294,9.66,10.91,11.72,10.21,10.86,2523339,27403461,4.9
CGNT,2025-04-02,0.1192,8.22,9.2,10.315,9.1376,9.95,1979719,19698204,7.9
SKYA,2025-04-02,0.0989,8.19,9.0,10.02,8.55,8.91,630322,5616169,30.5
VBIO,2025-04-03,0.4892,3.25,4.84,5.8,3.7801,4.87,34887064,169900001,703.0
MSTZ,2025-04-03,0.1613,11.78,13.68,14.5578,12.8,14.03,33745284,473446334,1.2
BTCZ,2025-04-03,0.1123,5.879,6.539,6.649,6.439,6.544,966480,6324645,1.4
JYD,2025-04-03,0.0955,17.27,18.92,29.75,17.76,21.47,1000263,21475646,1528.3
ERY,2025-04-03,0.0863,19.7,21.4,22.8,21.3,22.78,925802,21089769,4.1
AAPD,2025-04-03,0.0846,16.31,17.69,17.96,17.52,17.84,3307547,59006638,2.4
PLTD,2025-04-03,0.0709,16.08,17.22,17.23,16.39,16.77,1544440,25900258,0.6
USAR,2025-04-04,0.3077,6.5,8.5,10.5,7.27,7.55,7426456,56069742,47.6
WCT,2025-04-04,0.1733,9.75,11.44,21.75,10.25,14.0,4162173,58270422,44.0
KOLD,2025-04-04,0.1278,19.49,21.98,22.47,21.035,22.26,12541633,279176750,1.5
BJDX,2025-04-07,1.3371,14.12,33.0,40.8,27.76,30.0,14876073,446282190,1583.5
RJET,2025-04-07,0.6056,10.65,17.1,18.45,12.92,16.5,3712996,61264434,463.3
NWTG,2025-04-07,0.2769,1.86,2.375,3.5,2.31,2.82,60973881,171946344,69.4
MSTZ,2025-04-07,0.2199,12.96,15.81,16.55,12.55,15.15,35783512,542120206,1.2
BTCZ,2025-04-07,0.1635,6.239,7.259,7.459,6.639,7.109,1519309,10800767,2.1
WCT,2025-04-07,0.1071,14.0,15.5,20.0,12.17,18.02,1761950,31750339,17.7
PLTD,2025-04-07,0.1026,18.72,20.64,20.69,17.04,17.81,8059390,143537735,3.3
LXEO,2025-04-07,0.0749,2.335,2.51,2.53,1.45,1.79,5923626,10603290,11.9
BTOG,2025-04-08,0.7231,7.266,12.52,14.54,8.7,8.886,5680339,50475492,20.3
GLXG,2025-04-08,0.7131,9.398,16.1,16.8,7.537,9.493,7193912,68291806,1791.5
CYCU,2025-04-08,0.3986,9.481,13.26,15.34,10.02,10.65,4586511,48846342,55.5
SXTP,2025-04-08,0.3734,7.194,9.88,17.64,9.4,11.48,21297108,244490799,2452.2
SPIR,2025-04-08,0.25,7.48,9.35,9.96,8.55,8.75,2088374,18273272,3.5
CRMD,2025-04-08,0.2372,6.07,7.51,7.71,6.6949,6.79,4176608,28359168,4.3
NYXH,2025-04-08,0.1944,5.71,6.82,7.0,5.9475,6.06,2745412,16637196,39.1
BTU,2025-04-08,0.1775,10.14,11.94,11.96,10.81,11.07,12439250,137702497,2.7
DXF,2025-04-09,0.1994,6.42,7.7,13.0,6.3,7.8,2951243,23019695,99.6
HMY,2025-04-09,0.1195,12.64,14.15,14.58,13.65,14.32,11548755,165378171,1.6
BTU,2025-04-09,0.1183,11.07,12.38,13.43,10.87,12.05,24447850,294596592,5.3
TNMG,2025-04-09,0.1,10.0,11.0,12.8,7.02,10.2,1588963,16207422,782.5
BTOG,2025-04-09,0.0777,8.886,9.576,10.94,8.01,9.06,992570,8992684,3.5
SBSW,2025-04-09,0.0746,3.151,3.386,3.807,3.303,3.738,25349549,94756614,2.5
GFI,2025-04-09,0.0715,19.03,20.39,20.97,19.83,20.46,6765344,138418938,1.7
SHNY,2025-04-09,0.0702,5.7,6.1,6.311,6.043,6.289,1761790,11079897,2.7
SKYA,2025-04-10,0.8786,4.2,7.89,11.25,5.01,5.49,5417822,29743842,203.3
PRFX,2025-04-10,0.544,9.1,14.05,17.45,10.5,10.75,14817618,159289393,1926.0
SUNE,2025-04-10,0.2843,3.94,5.06,5.8,3.4,4.24,2872464,12179247,50.1
HYFM,2025-04-10,0.1726,1.68,1.97,2.45,1.76,2.15,15777893,33922469,523.2
LOVE,2025-04-10,0.15,15.93,18.32,19.3,16.42,18.49,2601715,48105710,5.3
KROS,2025-04-10,0.1297,10.33,11.67,12.5,11.6,12.24,3967741,48565149,4.3
PHIO,2025-04-10,0.1169,1.54,1.72,1.76,1.45,1.65,5763892,9510421,60.3
SXTP,2025-04-10,0.084,10.0,10.84,14.12,10.0,12.4,812422,10074032,93.5
BON,2025-04-11,0.7456,1.517,2.648,3.325,1.625,1.767,26331213,46527253,24.4
SKYA,2025-04-11,0.5847,5.49,8.7,9.0,6.18,7.5,2176738,16325535,51.0
BGLC,2025-04-11,0.3502,2.17,2.93,3.3499,2.34,2.63,29847309,78498422,1168.7
BULL,2025-04-11,0.3311,12.02,16.0,16.69,9.54,13.25,3931772,52095979,148.7
DFDV,2025-04-11,0.3051,6.424,8.384,8.857,6.343,7.316,10219531,74766088,98.4
CBLL,2025-04-11,0.1641,11.15,12.98,15.84,12.61,15.0,2300316,34504740,15.5
ABSI,2025-04-11,0.1324,2.455,2.78,3.02,2.6203,3.02,7175332,21669502,2.1
CERT,2025-04-11,0.1265,10.51,11.84,13.1799,11.44,12.91,9673359,124883064,6.7
BULL,2025-04-14,1.086,13.25,27.64,79.56,26.02,62.9,36885308,2320085873,1243.5
SKYA,2025-04-14,0.744,7.5,13.08,15.6,11.49,12.75,3318257,42307776,53.3
ARTL,2025-04-14,0.2901,14.79,19.08,25.2,15.3,17.45,1272092,22198005,1419.7
TMC,2025-04-14,0.2308,1.95,2.4,2.87,2.15,2.83,29891681,84593457,15.8
USAR,2025-04-14,0.1697,8.31,9.72,13.4,9.0,11.75,11478981,134878026,32.2
PTIR,2025-04-14,0.1588,8.776,10.17,10.54,9.37,9.599,20752710,199205263,1.3
AAPX,2025-04-14,0.142,18.24,20.83,20.96,18.85,19.09,301796,5761285,4.8
NB,2025-04-14,0.1408,2.06,2.35,2.69,2.15,2.44,3332135,8130409,11.1
SNYR,2025-04-15,1.1732,1.79,3.89,4.08,2.06,2.2,63525279,139755613,3022.9
ARBB,2025-04-15,0.4308,9.75,13.95,16.35,11.62,13.89,5068337,70399200,155.8
TMC,2025-04-15,0.2597,2.83,3.565,3.57,2.63,2.87,40977152,117604426,20.3
USAR,2025-04-15,0.2179,11.75,14.31,15.0,12.5,13.52,9305796,125814361,25.1
BULLW,2025-04-15,0.1872,2.4006,2.85,3.16,1.715,1.96,3175988,6224936,60.5
DTIL,2025-04-15,0.1659,4.46,5.2,5.73,4.73,5.52,1056861,5833872,12.8
SUNE,2025-04-15,0.1603,5.74,6.66,9.32,6.6,8.2,4959311,40666350,61.1
IE,2025-04-15,0.1386,5.05,5.75,6.5826,5.65,6.48,3858466,25002859,4.4
SBEV,2025-04-16,0.4149,2.82,3.99,4.78,3.13,4.3,43975669,189095376,1406.6
NB,2025-04-16,0.2353,2.89,3.57,4.1487,3.3,3.79,15736212,59640243,50.4
HTZ,2025-04-16,0.1932,3.65,4.355,5.77,4.055,5.71,91393884,521859077,10.2
HTZWW,2025-04-16,0.1244,2.01,2.26,3.2,2.15,3.0,1844416,5533248,12.7
USAR,2025-04-16,0.092,13.52,14.7635,18.55,14.31,15.66,12266871,192099199,32.0
HMY,2025-04-16,0.0758,17.02,18.31,18.41,17.38,17.64,8196323,144583137,1.1
PTHS,2025-04-17,0.8247,12.55,22.9,23.7,16.9,18.4,3960439,72872077,7340.9
SKYA,2025-04-17,0.4,7.95,11.13,12.0,9.0,9.6,1305997,12537571,6.3
QURE,2025-04-17,0.385,9.39,13.005,14.16,12.54,13.0,14456116,187929508,14.2
DXF,2025-04-17,0.3124,9.25,12.14,14.5,8.6,8.7,6851287,59606196,183.5
HTZ,2025-04-17,0.3012,5.71,7.43,8.74,6.68,8.24,266905945,2199304986,27.5
LLYX,2025-04-17,0.2834,14.82,19.02,19.95,18.3,19.05,881259,16787983,8.9
HTZWW,2025-04-17,0.2767,3.0,3.83,4.55,3.49,4.34,4935786,21421311,33.9
ALP,2025-04-17,0.1733,6.75,7.92,8.8799,7.0,7.84,861609,6755014,18.9
UPXI,2025-04-21,3.4619,2.295,10.24,22.0,9.0201,9.89,100378056,992738973,8262.9
SHFS,2025-04-21,0.7309,2.23,3.86,4.3299,3.53,4.19,43497128,182252966,3727.6
DWTX,2025-04-21,0.267,4.27,5.41,7.73,5.21,5.37,21182484,113749939,96.5
SBFM,2025-04-21,0.2,12.5,15.0,15.9,12.1,12.9,1171535,15112801,158.2
SHNY,2025-04-21,0.0837,7.685,8.328,8.437,8.262,8.392,2102660,17645522,2.6
SKYA,2025-04-21,0.0719,9.6,10.29,10.98,8.7,9.6,543296,5215641,2.3
VBIO,2025-04-22,2.3057,3.5,11.57,13.23,6.61,7.13,35371156,252196342,594.7
TWAV,2025-04-22,0.8505,2.14,3.96,4.4,2.4,3.54,21111063,74733163,2322.2
SBEV,2025-04-22,0.2226,6.65,8.13,9.79,5.492,6.77,4187341,28348298,63.6
BHC,2025-04-22,0.1059,4.72,5.22,5.31,5.0,5.19,3642295,18903511,1.7
OBIO,2025-04-22,0.1021,2.84,3.13,3.24,2.53,2.86,14156422,40487366,303.9
NG,2025-04-22,0.0932,3.11,3.4,4.57,3.3,4.35,25070441,109056418,9.8
SENS,2025-04-22,0.0833,12.0,13.0,14.15,12.64,13.86,393476,5453577,2.3
GOTU,2025-04-22,0.0798,2.63,2.84,2.99,2.68,2.69,2209838,5944464,1.1
ENSC,2025-04-23,1.262,1.87,4.23,4.85,3.26,3.67,92054275,337839189,1354.8
AGMH,2025-04-23,1.2233,1.5,3.335,3.87,2.63,2.9,14677406,42564477,41.2
JYD,2025-04-23,0.9431,5.1,9.91,16.0,7.385,13.27,8367509,111036844,99.7
SNOA,2025-04-23,0.7597,2.33,4.1,4.2,3.52,3.95,58903247,232667825,502.1
BTOG,2025-04-23,0.4382,7.878,11.33,11.4,9.18,10.21,2377406,24273315,15.1
UPXI,2025-04-23,0.2694,9.0,11.425,12.6,10.19,11.01,11332027,124765617,778.8
